season,pno,name,team,color,pos,war,owar,dwar,wrcplus,pa,hr,ops,sb,rbi,hit,run,iso,bbpct,kpct,sbrate,arch
1998,1737,김충민,한,#f37321,C,2.17,1.34,0.84,97.7,358,11,0.72,6,40,78,36,0.147,8.7,17.0,1.7,🎯 정교한 타자
1998,12964,김한수,삼,#0061aa,3B,2.09,3.16,-1.07,114.5,503,15,0.786,5,80,139,65,0.154,3.8,13.9,1.0,🎯 정교한 타자
1998,10173,김동주,O,#15326f,3B,2.08,2.38,-0.3,101.7,510,24,0.783,4,89,121,69,0.208,5.7,17.1,0.8,🎯 정교한 타자
1998,10574,이영우,한,#f37321,LF,2.05,2.22,-0.17,125.0,342,9,0.788,6,31,81,34,0.161,11.1,14.6,1.8,🎯 정교한 타자
1998,1354,장종훈,한,#f37321,1B,1.82,2.76,-0.94,111.7,489,17,0.779,3,66,120,60,0.16,8.4,14.1,0.6,🎯 정교한 타자
1998,10487,손인호,롯,#888888,RF,1.82,1.74,0.08,117.0,259,4,0.76,2,23,62,30,0.126,9.7,23.2,0.8,🎰 스윙형(삼진↑)
1998,1421,강석천,한,#f37321,3B,1.79,1.59,0.2,87.9,510,6,0.7,20,42,130,58,0.108,3.1,10.0,3.9,🧤 수비형·백업
1998,10402,이숭용,현,#007f55,CF,1.6,2.41,-0.81,117.9,412,10,0.789,6,45,101,39,0.16,7.5,17.5,1.5,🎯 정교한 타자
1998,10099,안경현,O,#15326f,3B,1.59,1.12,0.47,83.6,408,6,0.672,4,38,90,32,0.113,7.1,11.0,1.0,🧤 수비형·백업
1998,1668,박종호,현,#007f55,2B,1.58,1.23,0.35,97.2,272,2,0.67,8,18,50,38,0.083,14.7,15.1,2.9,👁 출루형
1998,1797,김실,O,#15326f,CF,1.54,1.49,0.05,87.4,513,4,0.661,11,45,116,67,0.077,9.2,10.3,2.1,👁 출루형
1998,1800,김종훈,삼,#0061aa,LF,1.48,1.74,-0.26,103.4,314,4,0.724,10,26,76,49,0.106,7.3,15.3,3.2,🧤 수비형·백업
1998,1672,신동주,삼,#0061aa,CF,1.46,2.25,-0.79,128.9,278,13,0.867,11,35,69,38,0.202,7.2,17.3,4.0,🎯 정교한 타자
1998,1404,김응국,롯,#888888,LF,1.26,1.18,0.08,98.5,342,4,0.694,2,36,81,32,0.088,9.6,13.5,0.6,👁 출루형
1998,1882,신국환,L,#fc1cad,3B,1.24,1.59,-0.36,104.0,330,8,0.758,3,51,82,44,0.134,5.2,11.5,0.9,🎯 정교한 타자
1998,1819,임수혁,롯,#888888,C,1.21,1.61,-0.4,97.4,378,9,0.711,0,55,83,35,0.137,10.3,13.2,0.0,👁 출루형
1998,2042,캐세레스,O,#15326f,2B,1.19,0.1,1.09,62.5,444,2,0.597,18,36,102,40,0.051,5.4,11.9,4.1,🧤 수비형·백업
1998,1581,김호,쌍,#ffc81e,SS,1.15,0.23,0.92,71.5,360,3,0.608,11,28,69,42,0.079,9.7,19.7,3.1,🎰 스윙형(삼진↑)
1998,1500,이호성,해,#ff0c00,RF,1.13,1.8,-0.67,115.5,286,4,0.744,5,30,69,28,0.12,9.4,15.7,1.7,👁 출루형
1998,1816,이동수,쌍,#ffc81e,3B,1.12,1.38,-0.26,113.0,216,9,0.776,1,30,46,21,0.188,11.1,29.2,0.5,🎰 스윙형(삼진↑)
1998,1724,김민호,O,#15326f,SS,1.06,-0.64,1.69,51.7,410,1,0.575,22,19,84,36,0.073,5.1,17.1,5.4,🧤 수비형·백업
1998,1457,최훈재,해,#ff0c00,1B,1.05,1.82,-0.76,95.8,424,9,0.71,1,49,98,41,0.113,8.5,12.3,0.2,👁 출루형
1998,1589,송구홍,L,#fc1cad,3B,1.05,1.13,-0.09,95.5,298,2,0.696,7,9,76,33,0.072,4.4,11.1,2.3,🧤 수비형·백업
1998,2044,펠릭스,L,#fc1cad,DH,1.03,1.24,-0.21,138.0,139,6,0.862,0,21,36,16,0.195,7.9,27.3,0.0,🎰 스윙형(삼진↑)
1998,2038,조경환,롯,#888888,RF,0.88,1.1,-0.21,90.5,339,9,0.707,1,40,68,34,0.159,9.4,28.9,0.3,🎰 스윙형(삼진↑)
1998,1203,김광림,현,#007f55,CF,0.86,1.15,-0.29,99.9,266,3,0.699,4,21,55,26,0.097,10.9,13.9,1.5,👁 출루형
1998,1748,이민호,한,#f37321,3B,0.79,0.32,0.48,71.5,319,7,0.641,3,29,68,34,0.122,5.3,23.2,0.9,🎰 스윙형(삼진↑)
1998,1939,유필선,롯,#888888,OF,0.78,0.76,0.02,95.0,230,5,0.716,3,20,46,25,0.133,9.1,20.4,1.3,🎰 스윙형(삼진↑)
1998,1196,김성래,쌍,#ffc81e,2B,0.7,0.84,-0.14,86.2,281,5,0.692,0,26,55,21,0.147,10.0,19.2,0.0,🎰 스윙형(삼진↑)
1998,1428,강영수,쌍,#ffc81e,LF,0.7,0.8,-0.1,102.1,161,2,0.681,0,17,31,12,0.117,14.3,21.7,0.0,🎰 스윙형(삼진↑)
1998,1566,임주택,한,#f37321,CF,0.67,0.98,-0.31,129.4,119,5,0.853,0,17,30,15,0.228,6.7,18.5,0.0,🎯 정교한 타자
1998,1607,최해식,해,#ff0c00,C,0.65,-0.37,1.03,56.4,355,4,0.57,1,31,69,25,0.068,7.0,15.2,0.3,🧤 수비형·백업
1998,10463,조인성,L,#fc1cad,C,0.65,0.26,0.39,77.0,141,2,0.656,0,15,36,10,0.104,2.1,15.6,0.0,🧤 수비형·백업
1998,10550,김민재,롯,#888888,SS,0.64,0.17,0.47,73.6,367,5,0.653,13,43,77,36,0.109,6.5,13.9,3.5,🧤 수비형·백업
1998,12707,조경택,한,#f37321,C,0.64,0.32,0.32,96.0,90,1,0.68,0,4,22,5,0.086,7.8,20.0,0.0,🎰 스윙형(삼진↑)
1998,11468,염경엽,현,#007f55,SS,0.63,0.38,0.25,102.6,100,0,0.688,13,8,22,27,0.072,10.0,12.0,13.0,🏃 호타준족
1998,10314,진갑용,O,#15326f,C,0.58,0.76,-0.18,85.6,271,2,0.662,1,22,68,12,0.087,5.2,16.2,0.4,🧤 수비형·백업
1998,1338,백인호,해,#ff0c00,LF,0.51,0.63,-0.12,93.7,151,3,0.71,2,12,37,9,0.113,4.0,13.9,1.3,🧤 수비형·백업
1998,1803,김태균,삼,#0061aa,SS,0.47,-0.05,0.51,61.7,351,8,0.599,3,33,61,29,0.106,10.3,20.8,0.9,🎰 스윙형(삼진↑)
1998,1503,공필성,롯,#888888,3B,0.46,0.81,-0.35,82.9,428,6,0.665,12,42,89,42,0.093,8.9,17.5,2.8,🧤 수비형·백업
1998,1511,김종헌,L,#fc1cad,OF,0.41,0.39,0.03,100.7,108,1,0.697,6,13,28,21,0.072,7.4,21.3,5.6,🏃 호타준족
1998,12722,장광호,현,#007f55,C,0.4,0.11,0.3,82.1,62,2,0.702,1,10,15,15,0.189,0.0,17.7,1.6,🧤 수비형·백업
1998,1749,장용대,현,#007f55,OF,0.38,0.42,-0.04,165.7,33,2,0.98,0,8,10,6,0.241,6.1,33.3,0.0,🎰 스윙형(삼진↑)
1998,11451,이계성,삼,#0061aa,OF,0.36,0.32,0.04,179.8,22,1,1.014,0,5,7,1,0.3,4.5,13.6,0.0,🎯 정교한 타자
1998,1380,김상호,O,#15326f,RF,0.34,0.38,-0.03,90.1,105,1,0.675,0,7,21,12,0.069,12.4,16.2,0.0,👁 출루형
1998,11467,류중일,삼,#0061aa,SS,0.34,-0.17,0.51,48.7,158,0,0.528,4,13,28,14,0.057,8.2,24.1,2.5,🎰 스윙형(삼진↑)
1998,1504,권준헌,현,#007f55,3B,0.34,0.36,-0.02,112.3,55,2,0.775,1,10,13,8,0.2,7.3,20.0,1.8,🎰 스윙형(삼진↑)
1998,10020,이재주,현,#007f55,C,0.33,0.14,0.18,95.5,48,2,0.723,0,5,7,2,0.167,18.8,31.2,0.0,🎰 스윙형(삼진↑)
1998,1942,조효상,한,#f37321,OF,0.29,0.06,0.23,76.0,32,0,0.646,0,1,8,6,0.066,3.1,37.5,0.0,🎰 스윙형(삼진↑)
1998,1651,동봉철,한,#f37321,CF,0.28,0.03,0.26,79.7,180,3,0.642,2,17,28,22,0.094,14.4,11.7,1.1,👁 출루형
1998,1722,정영규,L,#fc1cad,RF,0.27,0.33,-0.07,105.5,62,0,0.709,0,7,16,1,0.105,6.5,22.6,0.0,🎰 스윙형(삼진↑)
1998,1593,이근엽,쌍,#ffc81e,2B,0.25,-0.03,0.28,64.3,129,1,0.585,2,8,25,8,0.054,8.5,16.3,1.6,🧤 수비형·백업
1998,12966,장정석,현,#007f55,OF,0.21,-0.34,0.55,52.1,253,1,0.563,4,23,52,28,0.066,4.7,18.2,1.6,🧤 수비형·백업
1998,10009,김종국,해,#ff0c00,SS,0.21,-0.03,0.23,58.2,139,2,0.604,8,11,29,15,0.08,5.0,15.1,5.8,🧤 수비형·백업
1998,1496,정회열,삼,#0061aa,C,0.19,0.11,0.08,73.6,70,0,0.614,0,8,16,2,0.033,7.1,18.6,0.0,🧤 수비형·백업
1998,1934,배정훈,롯,#888888,C,0.19,0.16,0.03,89.9,40,0,0.659,1,3,10,1,0.081,5.0,22.5,2.5,🎰 스윙형(삼진↑)
1998,1497,김선진,L,#fc1cad,1B,0.19,2.34,-2.16,109.8,408,8,0.75,13,46,104,47,0.135,6.4,14.5,3.2,🎯 정교한 타자
1998,10098,손지환,L,#fc1cad,SS,0.18,-0.07,0.25,52.1,70,0,0.596,0,4,14,13,0.05,4.3,17.1,0.0,🧤 수비형·백업
1998,1917,임수민,한,#f37321,2B,0.17,0.06,0.11,68.2,77,3,0.662,0,5,14,8,0.164,7.8,19.5,0.0,🎰 스윙형(삼진↑)
1998,1821,장재중,쌍,#ffc81e,C,0.17,-0.19,0.36,55.2,270,1,0.582,4,17,57,20,0.066,5.2,12.6,1.5,🧤 수비형·백업
1998,2026,브래디,롯,#888888,DH,0.16,0.5,-0.34,85.5,169,3,0.7,4,6,40,18,0.148,3.6,17.8,2.4,🧤 수비형·백업
1998,14889,홍원기,한,#f37321,3B,0.14,0.05,0.09,64.5,76,2,0.641,1,9,14,6,0.127,6.6,15.8,1.3,🧤 수비형·백업
1998,1989,이영주,롯,#888888,OF,0.12,0.07,0.05,88.7,21,1,0.73,0,2,4,3,0.222,9.5,19.0,0.0,🎰 스윙형(삼진↑)
1998,1337,박철우,쌍,#ffc81e,1B,0.11,0.21,-0.1,73.3,138,1,0.616,0,14,28,9,0.043,10.9,18.8,0.0,👁 출루형
1998,1751,정호진,롯,#888888,C,0.1,0.04,0.05,86.7,14,0,0.641,0,0,3,1,0.083,7.1,14.3,0.0,🧤 수비형·백업
1998,2018,강민규,쌍,#ffc81e,OF,0.09,0.09,0.01,208.7,5,0,1.0,0,1,2,0,0.2,0.0,40.0,0.0,🎰 스윙형(삼진↑)
1998,1981,송재익,삼,#0061aa,IF,0.09,0.09,0.0,436.9,2,0,0.0,0,0,0,1,0.0,100.0,0.0,0.0,💪 슬러거
1998,2034,이우석,해,#ff0c00,OF,0.08,0.09,0.0,204.7,5,0,1.0,0,2,2,0,0.2,0.0,20.0,0.0,🎯 정교한 타자
1998,1870,김승관,삼,#0061aa,1B,0.07,0.06,0.0,111.8,10,0,0.65,0,0,2,0,0.0,20.0,10.0,0.0,👁 출루형
1998,10194,전상렬,한,#f37321,LF,0.06,-0.37,0.43,35.2,156,1,0.537,8,13,32,12,0.081,1.9,19.9,5.1,🧤 수비형·백업
1998,1284,김성현,쌍,#ffc81e,C,0.06,-0.38,0.45,39.4,151,1,0.52,1,8,29,11,0.03,7.3,20.5,0.7,🧤 수비형·백업
1998,1802,김지영,해,#ff0c00,C,0.06,-0.02,0.08,56.7,37,0,0.564,0,4,9,3,0.029,2.7,21.6,0.0,🧤 수비형·백업
1998,1823,전형도,O,#15326f,2B,0.06,0.0,0.05,52.1,19,0,0.504,8,0,3,14,0.0,15.8,36.8,42.1,🏃 호타준족
1998,1976,김형성,해,#ff0c00,IF,0.06,-0.5,0.56,20.4,100,0,0.447,0,3,15,5,0.035,7.0,22.0,0.0,🧤 수비형·백업
1998,11281,임창용,해,#ff0c00,P,0.05,0.05,0.0,198.6,3,0,1.0,0,2,1,0,0.334,0.0,33.3,0.0,🎰 스윙형(삼진↑)
1998,2027,서한규,롯,#888888,SS,0.05,-0.01,0.06,49.5,21,0,0.602,1,2,4,4,0.105,4.8,28.6,4.8,🎰 스윙형(삼진↑)
1998,2037,정인호,현,#007f55,OF,0.04,0.04,0.0,220.6,2,0,1.0,0,0,1,0,0.0,0.0,50.0,0.0,🎰 스윙형(삼진↑)
1998,10321,김재걸,삼,#0061aa,2B,0.04,-0.17,0.21,59.0,111,0,0.576,9,5,25,8,0.02,4.5,22.5,8.1,🏃 호타준족
1998,1977,나광호,롯,#888888,DH,0.04,0.04,0.0,215.9,2,0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,🎯 정교한 타자
1998,2020,김상호,쌍,#ffc81e,DH,0.03,0.03,-0.01,112.9,5,0,0.65,0,0,1,0,0.0,20.0,40.0,0.0,🎰 스윙형(삼진↑)
1998,1945,하춘동,삼,#0061aa,OF,0.02,0.02,0.0,143.6,2,0,0.5,0,0,0,0,0.0,50.0,50.0,0.0,💪 슬러거
1998,1997,조유신,롯,#888888,3B,0.02,0.07,-0.05,71.2,43,1,0.647,1,4,8,4,0.18,7.0,27.9,2.3,🎰 스윙형(삼진↑)
1998,10458,김정민,L,#fc1cad,C,0.01,0.01,0.0,114.3,1,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,🧤 수비형·백업
1998,11238,신윤호,L,#fc1cad,P,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,1,0.0,0,0,0,🧤 수비형·백업
1998,1370,최창호,L,#fc1cad,P,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,🧤 수비형·백업
1998,1727,고기성,한,#f37321,OF,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,🧤 수비형·백업
1998,2014,전승남,L,#fc1cad,P,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,🧤 수비형·백업
1998,14993,강인권,한,#f37321,C,0.0,-0.04,0.04,10.3,7,0,0.286,0,0,0,0,0.0,28.6,0.0,0.0,👁 출루형
1998,1720,김훈,쌍,#ffc81e,RF,0.0,-0.01,0.01,51.0,10,0,0.522,0,0,2,1,0.0,10.0,30.0,0.0,🎰 스윙형(삼진↑)
1998,1920,권오성,해,#ff0c00,C,-0.01,-0.06,0.05,52.5,50,1,0.573,0,3,8,1,0.116,8.0,16.0,0.0,🧤 수비형·백업
1998,1579,김재덕,해,#ff0c00,DH,-0.01,0.1,-0.11,121.5,14,0,0.742,0,1,4,1,0.077,7.1,14.3,0.0,🎯 정교한 타자
1998,1998,최승우,삼,#0061aa,IF,-0.01,-0.03,0.02,22.6,6,0,0.5,0,1,1,3,0.166,0.0,16.7,0.0,🧤 수비형·백업
1998,1993,장성국,삼,#0061aa,C,-0.02,-0.03,0.0,-149.8,1,0,0.0,0,0,0,0,0.0,0.0,100.0,0.0,🎰 스윙형(삼진↑)
1998,1752,조규철,롯,#888888,2B,-0.02,-0.08,0.05,33.4,26,0,0.52,1,2,5,7,0.12,0.0,38.5,3.8,🎰 스윙형(삼진↑)
1998,1891,최희창,해,#ff0c00,DH,-0.02,-0.03,0.0,-155.0,1,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,🧤 수비형·백업
1998,1798,김정규,O,#15326f,3B,-0.02,-0.03,0.0,-177.4,1,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,🧤 수비형·백업
1998,1469,김기범,L,#fc1cad,P,-0.02,-0.03,0.0,-177.3,1,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,🧤 수비형·백업
1998,1761,김경원,O,#15326f,P,-0.02,-0.03,0.0,-177.4,1,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,🧤 수비형·백업
1998,10310,심광호,한,#f37321,C,-0.03,-0.03,0.0,-165.5,1,0,0.0,0,0,0,0,0.0,0.0,100.0,0.0,🎰 스윙형(삼진↑)
1998,2002,황성관,삼,#0061aa,OF,-0.03,-0.06,0.04,30.4,17,0,0.485,0,2,3,2,0.062,5.9,23.5,0.0,🧤 수비형·백업
1998,2033,이상호,쌍,#ffc81e,OF,-0.03,-0.03,0.0,-161.3,1,0,0.0,0,0,0,0,0.0,0.0,100.0,0.0,🎰 스윙형(삼진↑)
1998,2019,김기성,한,#f37321,OF,-0.03,-0.03,0.0,-165.5,1,0,0.0,0,0,0,1,0.0,0.0,100.0,0.0,🎰 스윙형(삼진↑)
1998,10419,정수성,현,#007f55,CF,-0.03,-0.03,0.0,-167.9,1,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,🧤 수비형·백업
1998,1435,김인호,현,#007f55,LF,-0.04,-0.14,0.1,56.2,85,1,0.59,2,8,17,13,0.067,5.9,18.8,2.4,🧤 수비형·백업
1998,10164,김진수,롯,#888888,C,-0.04,-0.05,0.01,-72.4,3,0,0.0,0,0,0,0,0.0,0.0,33.3,0.0,🧤 수비형·백업
1998,1584,박규대,삼,#0061aa,OF,-0.04,-0.05,0.01,-152.6,2,0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,🧤 수비형·백업
1998,1930,박경호,쌍,#ffc81e,DH,-0.05,-0.04,-0.02,41.2,34,0,0.488,6,1,6,1,0.0,8.8,26.5,17.6,🏃 호타준족
1998,2023,문재성,롯,#888888,DH,-0.05,-0.06,0.01,-37.6,5,0,0.2,0,0,0,1,0.0,20.0,40.0,0.0,🎰 스윙형(삼진↑)
1998,1688,황윤성,현,#007f55,1B,-0.05,-0.04,-0.01,-11.3,5,0,0.4,0,1,1,0,0.0,0.0,60.0,0.0,🎰 스윙형(삼진↑)
1998,2032,윤석권,쌍,#ffc81e,IF,-0.05,-0.05,0.0,-161.2,2,0,0.0,0,0,0,0,0.0,0.0,100.0,0.0,🎰 스윙형(삼진↑)
1998,1894,진필중,O,#15326f,P,-0.06,-0.06,0.0,-174.3,2,0,0.0,0,0,0,0,0.0,0.0,100.0,0.0,🎰 스윙형(삼진↑)
1998,1972,강신창,O,#15326f,DH,-0.06,-0.06,0.0,-175.8,2,0,0.0,0,0,0,0,0.0,0.0,50.0,0.0,🎰 스윙형(삼진↑)
1998,1649,구한성,쌍,#ffc81e,1B,-0.06,-0.05,0.0,-161.2,2,0,0.0,0,0,0,0,0.0,0.0,100.0,0.0,🎰 스윙형(삼진↑)
1998,1824,정기창,한,#f37321,OF,-0.06,-0.08,0.02,-166.5,3,0,0.0,0,0,0,0,0.0,0.0,66.7,0.0,🎰 스윙형(삼진↑)
1998,2040,지승준,해,#ff0c00,OF,-0.07,0.02,-0.09,60.5,46,0,0.56,1,4,11,5,0.0,6.5,10.9,2.2,🧤 수비형·백업
1998,2021,김수관,삼,#0061aa,2B,-0.07,-0.02,-0.05,55.9,27,0,0.567,0,5,6,2,0.077,3.7,25.9,0.0,🎰 스윙형(삼진↑)
1998,1787,박재용,해,#ff0c00,RF,-0.08,0.2,-0.27,68.5,231,6,0.638,0,31,46,19,0.134,6.5,8.7,0.0,🧤 수비형·백업
1998,1250,이순철,삼,#0061aa,CF,-0.08,0.04,-0.12,68.8,187,2,0.61,3,21,34,21,0.106,9.6,21.4,1.6,🎰 스윙형(삼진↑)
1998,2039,조은진,O,#15326f,OF,-0.08,-0.09,0.01,28.3,11,0,0.473,4,1,2,4,0.0,9.1,45.5,36.4,🏃 호타준족
1998,1971,강대호,롯,#888888,OF,-0.09,-0.12,0.03,-0.8,16,0,0.45,0,1,3,1,0.0,0.0,37.5,0.0,🎰 스윙형(삼진↑)
1998,2036,정원배,쌍,#ffc81e,C,-0.1,-0.13,0.03,-67.3,8,0,0.25,0,0,1,0,0.0,0.0,50.0,0.0,🎰 스윙형(삼진↑)
1998,2024,방수환,해,#ff0c00,OF,-0.1,-0.11,0.01,-153.5,4,0,0.0,0,0,0,0,0.0,0.0,50.0,0.0,🎰 스윙형(삼진↑)
1998,1832,함석원,O,#15326f,RF,-0.11,-0.11,0.0,-120.0,5,0,0.0,0,0,0,1,0.0,0.0,60.0,0.0,🎰 스윙형(삼진↑)
1998,1970,강규철,O,#15326f,IF,-0.11,-0.12,0.0,-176.6,4,0,0.0,0,0,0,0,0.0,0.0,25.0,0.0,🧤 수비형·백업
1998,1443,박준태,L,#fc1cad,CF,-0.11,-0.02,-0.09,38.7,15,0,0.5,1,1,3,7,0.0,0.0,13.3,6.7,🧤 수비형·백업
1998,2030,오충원,쌍,#ffc81e,OF,-0.12,-0.14,0.02,-86.5,8,0,0.125,0,0,0,0,0.0,12.5,25.0,0.0,🧤 수비형·백업
1998,1948,황성기,해,#ff0c00,C,-0.13,-0.27,0.14,-31.4,24,0,0.334,0,2,4,1,0.0,0.0,20.8,0.0,🧤 수비형·백업
1998,1742,손차훈,현,#007f55,2B,-0.13,0.01,-0.14,83.0,47,0,0.667,0,3,12,11,0.048,2.1,10.6,0.0,🧤 수비형·백업
1998,2022,김윤일,O,#15326f,C,-0.14,-0.2,0.06,-24.3,19,0,0.387,0,2,2,0,0.058,5.3,36.8,0.0,🎰 스윙형(삼진↑)
1998,1810,신진수,한,#f37321,OF,-0.16,-0.18,0.02,-37.4,16,0,0.286,1,0,2,1,0.0,0.0,18.8,6.2,🧤 수비형·백업
1998,1647,박재벌,해,#ff0c00,LF,-0.17,-0.07,-0.1,-0.7,12,0,0.311,1,1,1,1,0.0,8.3,25.0,8.3,🏃 호타준족
1998,1646,박계원,쌍,#ffc81e,SS,-0.18,-0.36,0.19,46.4,163,1,0.545,3,15,33,10,0.059,5.5,17.8,1.8,🧤 수비형·백업
1998,14231,최기문,O,#15326f,C,-0.18,-0.19,0.01,5.6,28,0,0.422,0,0,4,1,0.04,7.1,3.6,0.0,🧤 수비형·백업
1998,1915,이봉우,쌍,#ffc81e,3B,-0.18,-0.27,0.09,26.5,39,0,0.509,1,2,7,5,0.084,5.1,20.5,2.6,🧤 수비형·백업
1998,1929,김현민,롯,#888888,1B,-0.18,0.19,-0.38,76.5,99,3,0.671,1,8,22,12,0.156,4.0,20.2,1.0,🎰 스윙형(삼진↑)
1998,2001,허유신,현,#007f55,IF,-0.18,-0.23,0.05,-82.0,13,0,0.231,0,0,1,1,0.077,0.0,15.4,0.0,🧤 수비형·백업
1998,10542,신경현,한,#f37321,C,-0.21,-0.15,-0.06,-89.9,8,0,0.125,0,0,0,0,0.0,12.5,12.5,0.0,🧤 수비형·백업
1998,2035,이준용,L,#fc1cad,1B,-0.22,0.01,-0.24,58.9,36,0,0.559,1,1,7,5,0.0,11.1,22.2,2.8,🧤 수비형·백업
1998,1792,김광현,삼,#0061aa,C,-0.23,-0.21,-0.03,-26.9,19,0,0.325,0,0,2,1,0.056,5.3,36.8,0.0,🎰 스윙형(삼진↑)
1998,10102,정경배,삼,#0061aa,2B,-0.24,0.41,-0.65,72.8,405,11,0.668,9,55,84,36,0.146,4.7,15.3,2.2,🧤 수비형·백업
1998,10478,이종열,L,#fc1cad,2B,-0.28,-0.78,0.5,52.0,443,4,0.571,8,29,83,38,0.07,7.2,13.5,1.8,🧤 수비형·백업
1998,1866,조현,해,#ff0c00,CF,-0.28,-0.2,-0.08,-24.2,19,0,0.334,0,1,3,1,0.0,0.0,31.6,0.0,🧤 수비형·백업
1998,1884,안상준,L,#fc1cad,3B,-0.28,-0.33,0.05,-39.0,27,0,0.317,0,1,3,3,0.0,3.7,29.6,0.0,🧤 수비형·백업
1998,1527,정경훈,한,#f37321,SS,-0.29,-0.64,0.35,-7.9,81,1,0.392,13,3,10,19,0.069,4.9,17.3,16.0,🏃 호타준족
1998,2028,안희봉,현,#007f55,1B,-0.31,-0.17,-0.14,26.8,40,2,0.568,0,8,7,3,0.184,2.5,32.5,0.0,🎰 스윙형(삼진↑)
1998,1759,허준,한,#f37321,SS,-0.34,-0.54,0.2,-14.8,51,0,0.362,0,4,7,3,0.022,3.9,7.8,0.0,🧤 수비형·백업
1998,1983,안재만,L,#fc1cad,3B,-0.34,-0.28,-0.06,18.1,53,0,0.428,0,3,6,4,0.045,13.2,35.8,0.0,🎰 스윙형(삼진↑)
1998,11472,김태형,O,#15326f,C,-0.35,-0.75,0.41,26.0,165,0,0.499,1,7,29,8,0.035,4.8,9.7,0.6,🧤 수비형·백업
1998,10323,박진만,현,#007f55,SS,-0.42,-1.1,0.68,38.5,375,4,0.544,8,33,67,36,0.088,4.8,13.3,2.1,🧤 수비형·백업
1998,1809,손동일,롯,#888888,OF,-0.44,-0.5,0.06,-68.1,29,0,0.22,1,1,2,4,0.0,6.9,41.4,3.4,🎰 스윙형(삼진↑)
1998,1874,김영진,삼,#0061aa,C,-0.44,-0.92,0.48,32.0,204,0,0.476,0,8,32,8,0.056,6.4,23.0,0.0,🧤 수비형·백업
1998,1667,박상현,쌍,#ffc81e,OF,-0.44,-0.36,-0.09,4.9,46,0,0.439,1,0,9,3,0.022,2.2,32.6,2.2,🎰 스윙형(삼진↑)
1998,1239,김형석,삼,#0061aa,1B,-0.45,-0.48,0.03,-78.8,28,0,0.181,0,0,2,2,0.0,3.6,17.9,0.0,🧤 수비형·백업
1998,10117,윤재국,쌍,#ffc81e,RF,-0.47,-0.61,0.14,45.1,179,0,0.548,6,11,37,25,0.055,4.5,15.1,3.4,🧤 수비형·백업
1998,1872,김영일,롯,#888888,LF,-0.48,-0.48,-0.01,19.6,88,0,0.466,2,8,13,12,0.064,5.7,14.8,2.3,🧤 수비형·백업
1998,1347,박현영,쌍,#ffc81e,C,-0.56,-0.39,-0.16,35.1,135,1,0.519,2,10,26,7,0.041,5.9,16.3,1.5,🧤 수비형·백업
1998,2045,헤어,해,#ff0c00,OF,-0.56,-0.22,-0.33,35.8,72,0,0.5,0,3,14,3,0.044,5.6,34.7,0.0,🎰 스윙형(삼진↑)
1998,2029,엄정대,롯,#888888,OF,-0.57,-0.52,-0.04,6.3,71,2,0.451,1,10,11,9,0.094,1.4,21.1,1.4,🧤 수비형·백업
1998,1563,양용모,삼,#0061aa,C,-0.57,-0.16,-0.4,68.8,167,1,0.61,6,16,32,9,0.084,9.0,19.2,3.6,🧤 수비형·백업
1998,1595,이종민,O,#15326f,2B,-0.6,-0.65,0.05,39.1,183,2,0.547,2,14,37,12,0.073,2.7,13.1,1.1,🧤 수비형·백업
1998,11473,이종운,한,#f37321,RF,-0.67,-0.8,0.13,-11.8,93,1,0.412,2,6,14,8,0.079,2.2,19.4,2.2,🧤 수비형·백업
1998,1757,추성건,O,#15326f,3B,-0.68,-0.58,-0.1,-24.9,49,0,0.375,0,0,7,4,0.042,4.1,30.6,0.0,🧤 수비형·백업
1998,1555,이지환,롯,#888888,1B,-0.79,-0.46,-0.33,25.0,104,2,0.521,0,7,19,8,0.073,4.8,21.2,0.0,🧤 수비형·백업
1998,1449,이경복,해,#ff0c00,DH,-0.83,-0.54,-0.29,0.7,65,1,0.422,0,5,8,6,0.069,9.2,7.7,0.0,🧤 수비형·백업
1998,1648,강성우,롯,#888888,C,-0.85,-1.27,0.41,-4.6,149,0,0.402,0,5,21,9,0.045,3.4,15.4,0.0,🧤 수비형·백업
1998,10265,최만호,현,#007f55,CF,-0.88,-0.25,-0.62,45.9,96,3,0.601,0,6,17,10,0.171,3.1,18.8,0.0,🧤 수비형·백업
1998,10481,최동수,L,#fc1cad,1B,-0.89,-0.69,-0.2,-24.6,60,0,0.361,0,5,9,6,0.017,3.3,20.0,0.0,🧤 수비형·백업
1998,1682,장원진,O,#15326f,LF,-0.91,-0.33,-0.58,55.3,279,2,0.599,3,20,56,18,0.076,6.1,16.1,1.1,🧤 수비형·백업
