season,name,team,color,role,war,era,fip,ip,so,gs
1982,박철순,O,#15326f,선발,9.41,1.84,2.86,224.2,108,19
1982,황규봉,삼,#0061aa,선발,7.24,2.47,2.69,222.1,99,16
1982,하기룡,M,#1552f8,선발,6.52,2.3,2.91,191.2,108,16
1982,권영호,삼,#0061aa,선발,6.45,2.37,3.9,178.2,72,21
1982,노상수,롯,#888888,선발,5.62,2.94,2.94,232.1,141,20
1982,이선희,삼,#0061aa,선발,4.55,2.91,3.86,167.0,73,22
1982,성낙수,삼,#0061aa,선발,4.06,2.81,3.73,125.0,56,19
1982,김용남,해,#ff0c00,선발,3.34,3.09,3.17,175.0,85,17
1982,유종겸,M,#1552f8,스윙,3.05,3.25,3.35,113.2,86,8
1982,천창호,롯,#888888,선발,2.96,3.83,3.5,173.2,92,21
1982,선우대영,O,#15326f,선발,2.78,3.39,2.95,138.0,65,20
1982,김성한,해,#ff0c00,스윙,2.66,2.79,3.68,106.1,49,5
1982,이길환,M,#1552f8,선발,2.22,3.61,3.47,117.1,54,14
1982,방수원,해,#ff0c00,선발,1.93,3.85,3.51,154.1,63,15
1982,강철원,O,#15326f,스윙,1.91,2.18,3.78,45.1,15,4
1982,이광권,M,#1552f8,선발,1.84,3.72,3.81,116.0,57,16
1982,이상윤,해,#ff0c00,선발,1.7,3.88,4.13,102.0,58,19
1982,황태환,O,#15326f,스윙,1.44,3.86,4.79,86.1,42,6
1982,김덕열,롯,#888888,스윙,1.08,3.88,3.89,60.1,27,7
1982,김현홍,O,#15326f,스윙,1.0,3.03,4.05,29.2,10,2
1982,김문희,롯,#888888,선발,0.65,4.12,4.52,91.2,18,17
1982,강만식,해,#ff0c00,선발,0.58,4.44,3.82,144.0,86,19
1982,박상열,O,#15326f,선발,0.53,4.22,3.86,111.0,35,10
1982,정순명,M,#1552f8,선발,0.41,4.47,4.09,92.2,47,14
1982,계형철,O,#15326f,선발,0.27,4.88,4.98,90.1,43,19
1982,차준섭,M,#1552f8,스윙,0.21,4.84,2.55,35.1,24,5
1982,김시철,M,#1552f8,스윙,0.19,3.18,7.62,5.2,0,2
1982,이진우,롯,#888888,선발,0.05,5.27,4.7,82.0,49,10
1982,송진호,삼,#0061aa,불펜,0.01,6.0,3.1,3.0,2,0
1982,오문현,삼,#88b7e1,선발,0.01,4.85,4.9,102.0,22,11
1982,김경남,삼,#88b7e1,스윙,0.0,6.0,3.93,3.0,1,1
1982,박석채,M,#1552f8,스윙,0.0,6.06,4.51,35.2,18,4
1982,한상연,삼,#88b7e1,스윙,-0.11,5.84,5.73,12.1,2,2
1982,박영진,삼,#0061aa,스윙,-0.17,8.64,6.51,8.1,3,1
1982,최옥규,롯,#888888,스윙,-0.21,4.91,4.08,47.2,31,3
1982,방기만,롯,#888888,스윙,-0.25,6.23,4.95,17.1,4,1
1982,이윤섭,롯,#888888,스윙,-0.25,9.35,4.86,8.2,1,1
1982,박경호,삼,#88b7e1,스윙,-0.3,6.75,5.91,22.2,5,4
1982,신태중,해,#ff0c00,스윙,-0.74,7.52,7.27,26.1,7,5
1982,감사용,삼,#88b7e1,선발,-1.05,6.46,5.49,133.2,23,16
1982,김동철,삼,#88b7e1,선발,-1.33,7.06,6.04,93.0,19,15
1982,김재현,삼,#88b7e1,선발,-1.61,6.13,4.07,192.1,62,20
1982,인호봉,삼,#88b7e1,선발,-2.36,6.56,6.26,133.0,41,11
1983,장명부,삼,#88b7e1,선발,10.98,2.36,2.43,427.1,220,44
1983,김시진,삼,#0061aa,선발,6.27,2.55,2.46,229.1,154,25
1983,이상윤,해,#ff0c00,선발,5.97,2.67,2.25,229.1,178,22
1983,박상열,O,#15326f,선발,4.69,2.49,3.11,173.1,68,20
1983,김용남,해,#ff0c00,선발,4.58,2.83,2.56,181.1,80,22
1983,이길환,M,#1552f8,선발,4.46,2.51,2.71,208.1,85,20
1983,임호균,삼,#88b7e1,선발,3.98,3.03,2.98,234.2,86,29
1983,하기룡,M,#1552f8,선발,3.64,2.34,2.45,173.1,73,16
1983,최동원,롯,#888888,선발,3.37,2.89,2.39,208.2,148,21
1983,유종겸,M,#1552f8,선발,3.01,2.4,2.93,139.0,74,14
1983,오영일,M,#1552f8,선발,2.98,2.91,3.1,173.0,69,13
1983,주동식,해,#ff0c00,선발,2.87,3.14,3.49,143.1,56,21
1983,양일환,삼,#0061aa,선발,2.49,3.22,3.55,176.1,62,21
1983,권영호,삼,#0061aa,선발,2.38,3.2,3.25,135.0,49,15
1983,김문희,롯,#888888,선발,2.13,3.48,3.61,155.1,46,20
1983,계형철,O,#15326f,선발,1.67,3.44,3.24,193.1,86,27
1983,이광권,M,#1552f8,선발,1.62,2.51,3.36,100.1,35,20
1983,배경환,롯,#888888,선발,1.61,3.18,2.79,150.0,62,20
1983,강만식,해,#ff0c00,선발,1.61,2.78,2.45,94.0,51,14
1983,황태환,O,#15326f,스윙,1.44,2.65,3.37,105.1,60,2
1983,황기선,해,#ff0c00,스윙,1.37,2.31,2.5,66.1,35,3
1983,황규봉,삼,#0061aa,선발,1.29,3.67,3.38,130.0,45,14
1983,정선두,O,#15326f,스윙,1.17,2.6,4.6,52.0,9,4
1983,선우대영,O,#15326f,선발,1.17,3.91,4.06,96.2,38,12
1983,이선희,삼,#0061aa,선발,1.13,3.76,4.41,127.0,57,19
1983,정성만,삼,#88b7e1,스윙,0.8,2.92,4.77,61.2,26,7
1983,천창호,롯,#888888,스윙,0.76,3.42,3.58,81.2,38,1
1983,노상수,롯,#888888,선발,0.67,4.14,3.58,169.2,69,22
1983,김성한,해,#ff0c00,스윙,0.48,2.08,2.95,17.1,8,3
1983,김재현,삼,#88b7e1,스윙,0.36,3.31,2.98,49.0,11,3
1983,박철순,O,#15326f,스윙,0.21,3.48,2.58,10.1,4,4
1983,박석채,M,#1552f8,스윙,0.18,2.45,4.78,11.0,4,2
1983,박동경,삼,#0061aa,스윙,0.14,4.03,3.01,22.1,4,1
1983,정순명,M,#1552f8,스윙,0.09,3.62,4.66,59.2,19,7
1983,성낙수,삼,#0061aa,스윙,0.08,4.91,4.57,55.0,21,3
1983,감사용,삼,#88b7e1,불펜,0.05,2.92,3.1,12.1,6,0
1983,이진우,롯,#888888,선발,0.04,4.94,4.44,85.2,33,12
1983,김현재,해,#ff0c00,스윙,0.02,4.07,5.0,24.1,6,1
1983,장호연,O,#15326f,선발,0.0,4.23,4.13,155.1,31,16
1983,인호봉,삼,#88b7e1,스윙,-0.01,4.26,4.78,38.0,14,3
1983,신태중,해,#ff0c00,스윙,-0.05,40.5,7.0,0.2,0,1
1983,김현홍,O,#15326f,스윙,-0.09,4.15,4.87,43.1,12,4
1983,신계석,M,#1552f8,스윙,-0.09,9.0,3.9,2.0,0,1
1983,차준섭,M,#1552f8,불펜,-0.14,8.1,8.14,3.1,2,0
1983,방수원,해,#ff0c00,선발,-0.17,4.88,4.1,94.0,30,12
1983,오문현,삼,#88b7e1,스윙,-0.18,5.26,5.09,37.2,12,4
1983,김상기,삼,#88b7e1,스윙,-0.22,5.74,5.61,31.1,10,5
1983,박정후,롯,#888888,불펜,-0.28,15.19,7.11,5.1,1,0
1983,김덕열,롯,#888888,스윙,-0.29,6.23,6.35,21.2,10,1
1983,엄평재,해,#ff0c00,스윙,-0.31,5.45,4.67,33.0,12,1
1983,유종천,삼,#88b7e1,스윙,-0.39,7.94,4.24,17.0,7,5
1983,이원국,M,#1552f8,스윙,-0.4,4.42,3.55,38.2,6,7
1983,강철원,O,#15326f,선발,-0.47,6.32,5.27,62.2,21,11
1983,송진호,삼,#0061aa,스윙,-0.49,7.4,4.41,24.1,7,2
1983,이윤섭,롯,#888888,스윙,-0.57,8.24,6.2,19.2,8,3
1984,최동원,롯,#888888,선발,7.7,2.4,2.11,284.2,223,20
1984,김일융,삼,#0061aa,선발,6.56,2.27,2.18,222.0,155,23
1984,계형철,O,#15326f,선발,6.08,2.06,2.89,174.2,92,28
1984,이상윤,해,#ff0c00,선발,5.08,2.85,2.81,211.2,128,18
1984,최일언,O,#15326f,선발,3.67,2.84,2.87,167.2,86,18
1984,박상열,O,#15326f,선발,3.58,2.57,3.64,133.0,47,22
1984,장명부,삼,#88b7e1,선발,3.57,3.3,2.73,261.2,145,25
1984,윤석환,O,#15326f,스윙,3.32,2.84,2.81,146.0,111,4
1984,김시진,삼,#0061aa,선발,3.23,3.18,3.19,215.0,154,26
1984,오영일,M,#1552f8,선발,3.22,3.08,3.42,239.2,93,23
1984,임호균,롯,#888888,선발,3.02,2.95,3.97,161.2,44,24
1984,권영호,삼,#0061aa,선발,2.82,3.28,3.49,137.1,52,18
1984,주동식,해,#ff0c00,선발,2.77,2.27,2.94,83.1,27,10
1984,김봉근,M,#1552f8,선발,2.76,2.52,2.89,171.1,61,20
1984,장호연,O,#15326f,스윙,2.45,1.58,2.82,102.1,47,4
1984,하기룡,M,#1552f8,선발,2.24,2.82,2.98,178.2,81,19
1984,안창완,롯,#888888,스윙,2.16,1.67,3.43,70.0,39,7
1984,황규봉,삼,#0061aa,스윙,2.13,3.25,2.65,108.0,48,8
1984,김용남,해,#ff0c00,선발,2.02,3.05,2.52,132.2,68,21
1984,박정후,삼,#88b7e1,선발,2.01,3.5,3.91,139.0,60,22
1984,강만식,해,#ff0c00,선발,1.83,3.26,3.54,129.2,60,19
1984,조도연,해,#ff0c00,선발,1.47,3.34,3.33,129.1,63,12
1984,유종겸,M,#1552f8,선발,1.47,3.53,3.06,183.2,85,16
1984,김진욱,O,#15326f,선발,1.43,3.13,3.71,118.0,43,19
1984,배경환,롯,#888888,선발,1.31,3.48,3.04,121.2,59,15
1984,황태환,O,#15326f,스윙,1.12,2.48,3.46,40.0,19,3
1984,최계훈,삼,#88b7e1,선발,0.97,3.54,2.74,137.1,99,12
1984,이광권,M,#1552f8,스윙,0.75,2.65,3.67,51.0,14,7
1984,양일환,삼,#0061aa,선발,0.37,4.64,4.46,64.0,20,10
1984,김상기,삼,#88b7e1,스윙,0.32,2.82,3.79,22.1,5,1
1984,황기선,해,#ff0c00,스윙,0.3,3.76,3.55,124.1,65,6
1984,김재열,롯,#888888,스윙,0.25,4.0,4.33,36.0,14,2
1984,진동한,삼,#0061aa,스윙,0.22,1.8,4.91,5.0,0,2
1984,전용권,삼,#0061aa,스윙,0.2,4.44,3.39,26.1,6,1
1984,감사용,삼,#88b7e1,불펜,0.15,0.0,3.76,2.1,0,0
1984,문희수,해,#ff0c00,불펜,0.07,4.26,1.14,12.2,14,0
1984,방수원,해,#ff0c00,선발,0.06,3.82,2.88,66.0,30,14
1984,박덕용,롯,#888888,스윙,0.02,5.21,5.55,19.0,4,4
1984,조용철,롯,#888888,불펜,0.0,0.0,3.03,2.0,2,0
1984,이선희,삼,#0061aa,스윙,0.0,4.53,4.26,51.2,23,8
1984,정성만,삼,#88b7e1,선발,-0.03,4.86,4.68,150.0,67,19
1984,박영진,삼,#0061aa,불펜,-0.06,18.0,2.43,1.0,0,0
1984,이윤섭,롯,#888888,불펜,-0.06,5.4,4.92,10.0,1,0
1984,성낙수,삼,#0061aa,스윙,-0.07,4.11,2.59,15.1,4,1
1984,강철원,O,#15326f,스윙,-0.11,7.36,8.22,3.2,0,2
1984,김덕열,삼,#88b7e1,불펜,-0.12,18.0,4.28,2.0,1,0
1984,김재현,삼,#88b7e1,선발,-0.16,4.32,3.84,89.2,43,11
1984,오문현,삼,#88b7e1,스윙,-0.16,5.59,4.86,29.0,7,1
1984,인호봉,삼,#88b7e1,스윙,-0.16,5.6,6.37,17.2,4,1
1984,권기홍,삼,#0061aa,불펜,-0.19,7.88,5.47,8.0,0,0
1984,이문한,롯,#888888,스윙,-0.2,5.58,4.6,50.0,17,6
1984,김현재,해,#ff0c00,불펜,-0.25,2.7,7.29,6.2,4,0
1984,천창호,롯,#888888,스윙,-0.26,5.17,3.41,47.0,22,6
1984,송진호,삼,#0061aa,스윙,-0.32,5.45,4.27,33.0,14,3
1984,김문희,롯,#888888,선발,-0.36,5.11,4.81,56.1,12,11
1984,정순명,M,#1552f8,스윙,-0.47,7.15,5.7,22.2,7,7
1984,이진우,롯,#888888,스윙,-0.49,4.84,4.44,22.1,17,5
1984,이길환,M,#1552f8,스윙,-0.68,4.86,4.57,50.0,15,8
1984,신태중,삼,#88b7e1,스윙,-1.0,6.89,5.22,48.1,30,8
1985,김시진,삼,#0061aa,선발,10.83,2.0,2.48,269.2,201,29
1985,최동원,롯,#888888,선발,7.51,1.92,1.69,225.0,161,17
1985,김일융,삼,#0061aa,선발,5.0,2.79,3.0,226.0,107,28
1985,계형철,O,#15326f,선발,4.54,2.78,3.54,194.0,84,26
1985,강만식,해,#ff0c00,선발,4.12,3.31,3.97,198.2,63,37
1985,선동열,해,#ff0c00,스윙,3.79,1.7,0.89,111.0,103,3
1985,황규봉,삼,#0061aa,선발,3.41,3.04,3.26,165.2,54,24
1985,이선희,M,#1552f8,선발,3.32,2.28,3.28,138.0,48,18
1985,정삼흠,M,#1552f8,선발,3.31,3.13,3.29,192.2,100,16
1985,권영호,삼,#0061aa,선발,2.95,3.5,3.43,174.2,82,13
1985,김진욱,O,#15326f,선발,2.94,3.02,3.46,143.0,57,22
1985,최일언,O,#15326f,스윙,2.88,2.43,2.92,144.2,88,9
1985,박동수,롯,#888888,선발,2.78,2.73,2.95,168.0,84,22
1985,김정행,롯,#888888,선발,2.51,2.73,3.45,115.1,55,16
1985,유종겸,M,#1552f8,선발,2.15,2.99,3.88,135.1,40,13
1985,배경환,롯,#888888,선발,2.14,2.83,2.94,98.2,38,15
1985,임호균,롯,#888888,선발,2.03,3.23,4.02,145.0,43,25
1985,최계훈,청,#005284,선발,1.84,3.56,4.22,118.2,54,14
1985,조도연,해,#ff0c00,선발,1.75,3.71,3.47,123.2,46,15
1985,문희수,해,#ff0c00,선발,1.7,3.48,3.37,144.2,64,24
1985,윤석환,O,#15326f,스윙,1.64,3.34,3.85,110.1,44,4
1985,정은배,청,#005284,선발,1.52,3.64,4.27,141.0,45,17
1985,장호연,O,#15326f,선발,1.52,3.5,4.01,128.2,46,15
1985,황태환,O,#15326f,스윙,1.51,3.53,3.19,97.0,50,6
1985,김봉근,M,#1552f8,선발,1.41,3.34,4.17,113.1,37,12
1985,하기룡,M,#1552f8,선발,1.38,2.92,3.62,111.0,31,12
1985,진동한,삼,#0061aa,스윙,1.3,2.98,3.3,81.2,24,9
1985,오영일,M,#1552f8,선발,1.23,3.53,3.47,127.1,43,13
1985,박철순,O,#15326f,스윙,1.11,2.68,2.23,50.1,34,5
1985,김정수,M,#1552f8,스윙,1.09,2.7,3.43,60.0,25,9
1985,박상열,O,#15326f,선발,0.97,4.13,3.85,109.0,25,19
1985,김용남,해,#ff0c00,선발,0.62,4.48,2.95,134.2,74,10
1985,김성한,해,#ff0c00,스윙,0.58,3.35,3.16,40.1,12,2
1985,방수원,해,#ff0c00,스윙,0.49,3.47,4.24,23.1,9,2
1985,최상주,해,#ff0c00,선발,0.4,4.04,3.89,93.2,32,10
1985,신태순,해,#ff0c00,스윙,0.34,3.64,4.01,71.2,25,3
1985,김재현,청,#005284,스윙,0.34,3.88,3.48,46.1,15,5
1985,이길환,M,#1552f8,스윙,0.3,3.31,4.29,35.1,6,7
1985,김용수,M,#1552f8,불펜,0.19,3.74,2.92,21.2,13,0
1985,강철원,O,#15326f,스윙,0.12,3.38,2.1,5.1,2,2
1985,양상문,롯,#888888,스윙,0.1,3.83,2.77,101.0,58,6
1985,권기홍,삼,#0061aa,불펜,0.07,3.0,0.99,3.0,3,0
1985,정선두,O,#15326f,스윙,0.07,2.79,2.33,9.2,3,2
1985,한오종,O,#15326f,불펜,0.07,0.0,8.66,1.0,0,0
1985,양일환,삼,#0061aa,스윙,0.06,5.11,5.16,61.2,17,6
1985,정성만,청,#005284,선발,0.06,5.0,4.23,172.2,56,23
1985,김재박,M,#1552f8,불펜,0.05,0.0,2.46,0.2,0,0
1985,성낙수,삼,#0061aa,불펜,0.04,4.15,4.77,4.1,2,0
1985,천창호,롯,#888888,스윙,0.02,4.7,4.0,23.0,10,1
1985,이광권,M,#1552f8,스윙,0.0,4.82,5.74,9.1,1,1
1985,이진우,롯,#888888,스윙,-0.02,4.3,4.54,69.0,44,6
1985,송진호,삼,#0061aa,스윙,-0.02,5.68,2.94,12.2,5,1
1985,김문희,롯,#888888,불펜,-0.09,13.5,8.71,2.0,1,0
1985,김준희,삼,#0061aa,불펜,-0.11,18.0,8.71,2.0,1,0
1985,안창완,롯,#888888,스윙,-0.14,3.12,3.75,8.2,4,2
1985,이상윤,해,#ff0c00,스윙,-0.16,10.8,9.84,5.0,2,2
1985,인호봉,청,#005284,불펜,-0.18,6.75,4.8,5.1,1,0
1985,김기철,해,#ff0c00,불펜,-0.19,7.36,6.12,7.1,5,0
1985,차준섭,M,#1552f8,스윙,-0.21,14.54,7.95,4.1,0,1
1985,조용철,롯,#888888,불펜,-0.28,9.82,3.05,7.1,2,0
1985,정순명,M,#1552f8,스윙,-0.37,6.0,3.63,18.0,5,6
1985,이충우,롯,#888888,불펜,-0.41,5.22,3.12,29.1,13,0
1985,황기선,해,#ff0c00,스윙,-0.44,6.49,4.02,34.2,15,2
1985,감사용,청,#005284,불펜,-0.5,6.46,4.13,30.2,17,0
1985,안언학,M,#1552f8,스윙,-0.52,9.0,4.86,15.0,4,2
1985,박정후,청,#005284,스윙,-0.65,7.22,5.75,38.2,14,7
1985,오문현,청,#005284,스윙,-0.71,6.33,6.33,75.1,16,6
1985,신태중,청,#005284,스윙,-0.9,4.77,4.72,103.2,48,3
1985,장명부,청,#005284,선발,-2.13,5.3,3.55,246.0,128,35
1986,선동열,해,#ff0c00,선발,12.29,0.99,1.02,262.2,214,22
1986,최동원,롯,#888888,선발,9.47,1.55,1.34,267.0,208,21
1986,최일언,O,#15326f,선발,7.63,1.58,2.75,221.2,101,23
1986,김건우,M,#1552f8,선발,6.81,1.8,2.47,229.2,102,29
1986,김용수,M,#1552f8,스윙,5.95,1.67,2.51,178.0,74,3
1986,김시진,삼,#0061aa,선발,4.72,2.47,3.35,196.2,87,26
1986,이상군,빙,#ed1c24,선발,4.52,2.63,2.74,243.1,104,30
1986,장호연,O,#15326f,선발,4.43,1.9,3.12,165.2,44,22
1986,성준,삼,#0061aa,선발,3.98,2.36,2.87,149.0,60,19
1986,권영호,삼,#0061aa,선발,3.86,2.77,3.14,146.1,74,10
1986,김일융,삼,#0061aa,선발,3.45,2.53,2.89,138.2,60,19
1986,김신부,청,#005284,선발,3.15,3.21,2.95,233.0,89,28
1986,박동수,롯,#888888,선발,2.84,2.54,2.18,148.2,68,13
1986,한희민,빙,#ed1c24,선발,2.84,3.13,2.82,175.1,123,19
1986,차동철,해,#ff0c00,선발,2.62,2.82,2.68,131.0,35,21
1986,김정행,롯,#888888,선발,2.53,2.9,3.53,118.0,51,18
1986,박노준,O,#15326f,스윙,2.46,2.28,2.39,110.1,61,9
1986,김태원,M,#1552f8,선발,2.35,2.86,3.23,107.0,50,12
1986,진동한,삼,#0061aa,선발,2.11,2.88,3.54,109.1,37,10
1986,김기태,청,#005284,선발,1.97,3.18,2.96,175.1,109,12
1986,이상윤,해,#ff0c00,선발,1.79,2.97,3.43,115.0,48,18
1986,오영일,M,#1552f8,선발,1.63,3.0,3.66,132.0,43,21
1986,유종겸,M,#1552f8,선발,1.6,3.03,2.66,145.2,84,15
1986,김정수,해,#005284,선발,1.48,2.65,3.24,125.2,92,13
1986,문희수,해,#ff0c00,선발,1.43,3.0,2.99,75.0,23,11
1986,황태환,O,#15326f,스윙,1.4,2.45,3.12,73.1,36,1
1986,양상문,청,#005284,스윙,1.35,1.93,2.72,37.1,21,4
1986,윤학길,롯,#888888,스윙,1.29,2.76,2.77,88.0,40,3
1986,손문곤,빙,#ed1c24,선발,1.19,3.38,3.49,117.0,36,12
1986,양일환,삼,#0061aa,선발,1.13,3.72,3.69,96.2,33,12
1986,배경환,롯,#888888,스윙,0.96,2.79,4.02,58.0,18,8
1986,김봉근,청,#005284,스윙,0.95,2.82,3.15,51.0,15,9
1986,계형철,O,#15326f,선발,0.91,3.16,3.58,111.0,47,21
1986,임호균,롯,#888888,선발,0.84,3.32,3.8,89.1,27,16
1986,이진우,롯,#888888,스윙,0.79,2.03,3.19,40.0,17,6
1986,김연철,빙,#ed1c24,스윙,0.72,3.27,3.61,88.0,14,7
1986,방수원,해,#ff0c00,스윙,0.64,2.86,2.53,63.0,34,1
1986,최계훈,청,#005284,선발,0.61,3.67,3.59,159.1,62,18
1986,윤석환,O,#15326f,선발,0.44,3.13,3.89,63.1,13,10
1986,박철순,O,#15326f,스윙,0.44,3.54,2.91,53.1,29,7
1986,하기룡,M,#1552f8,선발,0.31,4.11,3.31,100.2,24,13
1986,전용권,삼,#0061aa,스윙,0.3,3.77,3.75,28.2,8,1
1986,황규봉,삼,#0061aa,스윙,0.27,3.96,4.08,50.0,10,8
1986,오명록,롯,#888888,스윙,0.25,3.91,2.39,71.1,52,8
1986,송진호,삼,#0061aa,불펜,0.22,3.29,5.48,13.2,2,0
1986,박상열,O,#15326f,스윙,0.19,3.92,3.94,64.1,15,7
1986,강만식,해,#ff0c00,선발,0.08,4.33,3.68,72.2,24,14
1986,성낙수,빙,#ed1c24,스윙,0.08,4.04,2.72,42.1,20,4
1986,기세봉,O,#15326f,불펜,0.06,0.0,2.32,1.0,0,0
1986,김대현,해,#ff0c00,스윙,0.06,4.36,3.54,53.2,20,2
1986,김훈기,삼,#0061aa,스윙,0.06,3.38,3.17,8.0,1,1
1986,감사용,O,#15326f,불펜,0.04,3.0,5.46,3.0,1,0
1986,박동경,삼,#0061aa,불펜,0.04,3.38,2.77,2.2,2,0
1986,이길환,M,#1552f8,스윙,0.02,4.5,2.75,10.0,2,1
1986,박형열,O,#15326f,불펜,0.02,3.38,3.49,2.2,0,0
1986,김재열,빙,#ed1c24,스윙,-0.04,3.41,3.94,89.2,24,8
1986,김성한,해,#ff0c00,스윙,-0.08,9.0,5.42,3.0,0,1
1986,신태순,해,#ff0c00,불펜,-0.1,20.25,4.65,1.1,0,0
1986,민문식,빙,#ed1c24,스윙,-0.1,5.06,5.32,16.0,5,4
1986,천성호,청,#005284,스윙,-0.11,7.11,4.88,6.1,2,2
1986,김진욱,O,#15326f,스윙,-0.13,4.08,3.28,81.2,41,7
1986,이우상,청,#005284,불펜,-0.13,5.79,5.45,9.1,3,0
1986,오문현,빙,#ed1c24,스윙,-0.14,15.0,11.29,3.0,0,2
1986,김준희,삼,#0061aa,불펜,-0.16,5.93,2.86,13.2,7,0
1986,황기선,O,#15326f,스윙,-0.16,4.44,4.36,24.1,6,1
1986,신태중,청,#005284,스윙,-0.17,4.74,3.48,24.2,7,1
1986,조병천,청,#005284,스윙,-0.19,4.66,2.9,94.2,48,9
1986,김용남,해,#ff0c00,스윙,-0.2,4.7,1.81,30.2,22,2
1986,임재준,빙,#ed1c24,스윙,-0.2,5.27,4.81,27.1,15,1
1986,김상기,청,#005284,스윙,-0.21,7.11,5.86,6.1,2,1
1986,이선희,M,#1552f8,스윙,-0.21,5.09,2.68,17.2,12,2
1986,김정수,청,#005284,불펜,-0.23,6.14,5.38,7.1,2,0
1986,안창완,롯,#888888,불펜,-0.24,6.75,9.54,6.2,0,0
1986,김재현,청,#005284,스윙,-0.26,20.77,6.78,4.1,2,2
1986,정선두,청,#005284,스윙,-0.33,3.51,4.51,25.2,3,2
1986,강상진,해,#ff0c00,불펜,-0.33,5.16,4.16,22.2,9,0
1986,정삼흠,M,#1552f8,선발,-0.33,4.61,4.18,52.2,21,12
1986,강철원,청,#005284,스윙,-0.33,9.0,6.74,12.0,3,3
1986,예병준,M,#1552f8,불펜,-0.34,8.18,2.77,11.0,3,0
1986,최상주,해,#ff0c00,불펜,-0.34,9.82,6.73,7.1,3,0
1986,이충우,롯,#888888,스윙,-0.36,9.9,5.44,10.0,2,1
1986,권기홍,삼,#0061aa,스윙,-0.42,9.24,6.86,12.2,7,2
1986,조호표,빙,#ed1c24,불펜,-0.44,18.0,11.35,7.0,1,0
1986,신동수,해,#ff0c00,스윙,-0.53,8.53,3.21,19.0,9,3
1986,노상수,롯,#888888,선발,-0.53,5.66,5.14,49.1,16,10
1986,천창호,빙,#ed1c24,스윙,-0.77,5.35,4.52,38.2,17,4
1986,장명부,빙,#ed1c24,선발,-0.92,4.98,3.91,108.1,48,17
1986,정성만,청,#005284,선발,-0.95,6.23,3.77,47.2,20,10
1986,정은배,청,#005284,선발,-1.02,4.53,3.75,105.1,41,11
1987,선동열,해,#ff0c00,선발,8.05,0.89,1.56,162.0,144,11
1987,이상군,빙,#ed1c24,선발,6.95,2.55,3.23,246.2,85,27
1987,한희민,빙,#ed1c24,선발,6.42,2.36,2.39,206.0,116,22
1987,윤학길,롯,#888888,선발,5.41,2.57,2.82,200.0,84,20
1987,최동원,롯,#888888,선발,5.37,2.81,2.11,224.0,163,22
1987,김시진,삼,#0061aa,선발,4.76,3.12,3.43,193.1,113,27
1987,김용수,M,#1552f8,스윙,4.56,1.98,2.69,141.0,71,1
1987,정삼흠,M,#1552f8,선발,4.17,2.86,3.44,195.1,85,18
1987,장호연,O,#15326f,선발,4.01,2.82,3.16,188.1,73,21
1987,김건우,M,#1552f8,선발,3.85,2.64,3.23,163.1,56,23
1987,김진욱,O,#15326f,선발,3.72,2.57,2.79,150.1,82,12
1987,최일언,O,#15326f,선발,3.66,2.56,3.4,154.2,70,19
1987,양상문,청,#005284,선발,3.49,3.1,3.74,209.1,84,23
1987,진동한,삼,#0061aa,선발,3.36,2.81,3.93,144.0,34,20
1987,양일환,삼,#0061aa,스윙,3.23,1.88,3.68,86.0,35,9
1987,김대현,해,#ff0c00,선발,3.21,2.78,4.0,142.1,51,12
1987,권영호,삼,#0061aa,스윙,2.88,2.41,3.85,89.2,28,2
1987,문희수,해,#ff0c00,선발,2.82,2.14,3.25,109.1,37,13
1987,계형철,O,#15326f,선발,2.45,2.61,3.72,148.1,53,24
1987,성준,삼,#0061aa,선발,2.36,3.55,4.39,109.0,32,14
1987,차동철,해,#ff0c00,선발,2.36,3.16,3.34,159.2,49,23
1987,신동수,해,#ff0c00,선발,2.32,3.03,3.58,127.2,67,14
1987,임호균,청,#005284,선발,2.09,3.78,4.07,173.2,38,21
1987,오명록,롯,#888888,스윙,1.99,2.93,2.88,76.2,41,8
1987,천창호,빙,#ed1c24,스윙,1.9,3.51,4.12,97.1,26,7
1987,유종겸,M,#1552f8,선발,1.86,2.24,3.69,88.1,35,14
1987,김정행,롯,#888888,선발,1.53,3.62,3.2,102.0,46,17
1987,김신부,청,#005284,선발,1.2,4.04,3.48,113.2,33,16
1987,박동수,롯,#888888,선발,1.07,4.24,3.17,140.0,71,14
1987,이문한,롯,#888888,스윙,1.07,2.75,4.23,36.0,16,5
1987,윤석환,O,#15326f,선발,0.83,3.94,3.44,105.0,41,13
1987,김훈기,삼,#0061aa,스윙,0.75,4.02,4.41,80.2,22,6
1987,김대중,빙,#ed1c24,스윙,0.7,4.16,3.93,75.2,31,9
1987,박철순,O,#15326f,스윙,0.7,2.25,2.71,24.0,11,3
1987,노상수,롯,#888888,스윙,0.69,4.23,3.83,66.0,25,8
1987,배경환,청,#005284,선발,0.69,3.7,3.52,104.2,30,11
1987,김성길,삼,#0061aa,스윙,0.59,3.19,3.32,31.0,13,1
1987,김용남,빙,#ed1c24,선발,0.56,4.72,3.47,87.2,37,12
1987,하기룡,M,#1552f8,스윙,0.52,4.11,4.34,57.0,16,6
1987,장태수,삼,#0061aa,스윙,0.5,4.66,3.81,63.2,16,4
1987,안창완,롯,#888888,스윙,0.41,4.21,3.8,51.1,29,4
1987,오영일,M,#1552f8,선발,0.41,4.27,4.07,143.1,41,23
