season,name,team,color,role,war,era,fip,ip,so,gs
1999,라형진,삼,#0061aa,스윙,-0.51,12.19,6.95,20.2,16,3
1999,강길용,두,#042071,스윙,-0.56,14.44,6.6,14.1,10,1
1999,김상태,L,#fc1cad,선발,-0.59,6.17,4.87,147.1,110,28
1999,한용덕,한,#f37321,선발,-0.68,7.47,6.39,90.1,51,17
1999,김동호,L,#fc1cad,스윙,-0.69,7.67,6.51,61.0,35,9
1999,김유봉,두,#042071,스윙,-0.7,7.51,5.61,88.2,56,6
1999,김광삼,L,#fc1cad,스윙,-0.8,10.23,6.54,31.2,18,7
1999,박상근,쌍,#ffc81e,스윙,-0.83,8.56,6.48,41.0,29,6
1999,안병원,L,#fc1cad,스윙,-0.93,12.54,7.48,28.0,17,7
2000,해리거,L,#fc1cad,선발,6.88,3.12,3.22,225.0,162,31
2000,임선동,현,#007f55,선발,5.77,3.36,3.27,195.1,174,29
2000,정민태,현,#007f55,선발,5.53,3.48,3.96,207.0,153,29
2000,손민한,롯,#888888,선발,5.31,3.2,4.13,174.1,117,28
2000,구대성,한,#f37321,스윙,4.94,2.77,3.47,133.1,136,7
2000,임창용,삼,#0061aa,불펜,4.67,1.52,2.23,88.2,95,0
2000,김수경,현,#007f55,선발,4.49,3.74,3.89,195.0,172,29
2000,주형광,롯,#888888,선발,4.4,3.49,3.97,149.2,127,22
2000,구자운,두,#042071,스윙,4.15,2.01,3.01,98.1,99,6
2000,박석진,롯,#888888,스윙,4.08,2.48,3.52,94.1,65,3
2000,장문석,L,#fc1cad,선발,3.85,3.42,3.36,137.0,134,15
2000,송진우,한,#f37321,선발,3.7,3.4,4.73,135.0,105,19
2000,김현욱,삼,#0061aa,불펜,3.6,3.14,2.92,109.0,105,0
2000,오봉옥,해,#ff0c00,불펜,3.55,2.86,3.54,113.1,110,0
2000,위재영,현,#007f55,불펜,3.42,2.09,2.71,73.1,71,0
2000,이대진,해,#ff0c00,스윙,3.35,3.17,3.5,105.0,117,7
2000,강상수,롯,#888888,불펜,3.19,1.77,3.06,71.0,66,0
2000,이광우,두,#042071,선발,3.18,3.7,4.51,150.2,76,24
2000,조웅천,현,#007f55,불펜,3.14,3.05,2.93,94.1,99,0
2000,최상덕,해,#ff0c00,선발,3.09,4.56,4.79,185.2,136,30
2000,진필중,두,#042071,불펜,2.89,2.34,2.92,73.0,61,0
2000,노장진,삼,#0061aa,선발,2.74,4.29,5.05,138.1,103,25
2000,김진웅,삼,#0061aa,선발,2.65,4.93,4.53,173.1,136,29
2000,김영수,롯,#888888,선발,2.5,3.79,4.41,102.0,75,13
2000,마일영,현,#007f55,선발,2.43,3.38,4.72,93.1,62,12
2000,이승호,S,#fc1cad,선발,2.18,4.51,3.9,139.2,132,16
2000,조계현,두,#042071,선발,2.13,3.74,4.15,89.0,53,16
2000,김상진,삼,#0061aa,선발,2.07,3.84,4.22,89.0,63,14
2000,이승호,L,#fc1cad,스윙,2.06,3.2,4.77,64.2,52,2
2000,조규수,한,#f37321,선발,1.98,5.05,5.11,169.1,105,28
2000,최향남,L,#fc1cad,선발,1.91,3.46,3.29,78.0,80,11
2000,박장희,현,#007f55,선발,1.83,3.9,4.18,99.1,57,14
2000,문동환,롯,#888888,선발,1.7,3.88,3.64,72.0,58,10
2000,기론,롯,#888888,선발,1.67,5.01,4.79,169.0,134,29
2000,김유봉,두,#042071,불펜,1.63,2.77,4.01,48.2,38,0
2000,파머,두,#042071,선발,1.62,4.54,4.8,152.2,92,26
2000,한태균,두,#042071,선발,1.58,4.49,4.22,102.1,66,14
2000,전승남,L,#fc1cad,스윙,1.5,2.68,3.42,40.1,29,1
2000,박지철,롯,#888888,선발,1.5,4.6,3.86,109.2,87,18
2000,성영재,해,#ff0c00,선발,1.48,4.84,5.28,111.2,74,16
2000,한용덕,한,#f37321,선발,1.48,4.68,4.69,130.2,85,15
2000,오상민,S,#ff0000,스윙,1.46,4.74,6.03,100.2,71,6
2000,이용훈,삼,#0061aa,선발,1.41,5.63,5.35,139.0,112,23
2000,최용호,두,#042071,선발,1.4,5.06,4.84,121.0,96,24
2000,가르시아,삼,#0061aa,스윙,1.38,2.91,3.81,55.2,34,8
2000,경헌호,L,#fc1cad,선발,1.32,4.32,4.23,85.1,56,15
2000,이병석,해,#ff0c00,불펜,1.3,3.93,4.35,52.2,37,0
2000,김기덕,S,#ff0000,선발,1.29,5.22,5.5,138.0,72,24
2000,곽현희,해,#ff0c00,선발,1.29,4.89,5.11,105.0,84,19
2000,박영진,삼,#0061aa,불펜,1.25,3.43,4.67,39.1,19,0
2000,장성진,두,#042071,스윙,1.25,2.97,3.79,33.1,21,1
2000,신철인,현,#007f55,스윙,1.23,4.28,3.18,75.2,92,9
2000,전준호,현,#007f55,불펜,1.23,3.54,4.05,48.1,38,0
2000,차명석,L,#fc1cad,불펜,1.18,4.82,4.78,74.2,50,0
2000,정성훈,삼,#0061aa,스윙,1.0,4.34,5.58,45.2,23,1
2000,곽채진,해,#ff0c00,스윙,1.0,3.55,4.91,38.0,24,4
2000,김민기,L,#fc1cad,스윙,0.91,4.27,4.39,71.2,50,7
2000,박상근,S,#ff0000,스윙,0.9,4.3,5.64,44.0,21,5
2000,이혜천,두,#042071,스윙,0.84,5.02,4.52,84.1,76,2
2000,임경완,롯,#888888,스윙,0.81,3.86,5.25,30.1,19,2
2000,정원욱,롯,#888888,불펜,0.69,4.81,3.67,39.1,31,0
2000,정명원,현,#007f55,선발,0.66,3.98,3.89,61.0,34,11
2000,강태원,해,#ff0c00,스윙,0.58,4.36,4.41,33.0,38,2
2000,김용수,L,#fc1cad,선발,0.58,5.24,4.09,127.0,85,19
2000,안병원,L,#fc1cad,선발,0.51,5.29,4.95,68.0,40,12
2000,박명환,두,#042071,스윙,0.41,3.09,4.21,11.2,19,2
2000,김태한,삼,#0061aa,불펜,0.39,4.57,3.47,21.2,16,0
2000,윤형진,해,#ff0c00,선발,0.35,5.95,5.02,98.1,70,19
2000,이원식,해,#ff0c00,선발,0.34,5.98,5.84,58.2,22,11
2000,박주언,S,#ff0000,불펜,0.34,4.34,5.09,18.2,11,0
2000,이상군,한,#f37321,스윙,0.33,4.75,5.56,30.1,15,5
2000,최원호,L,#fc1cad,선발,0.32,5.47,5.19,77.1,47,13
2000,박동희,삼,#0061aa,스윙,0.3,5.49,5.26,57.1,37,8
2000,전영삼,롯,#888888,불펜,0.29,0.0,3.11,3.2,2,0
2000,김사율,롯,#888888,스윙,0.28,5.25,4.92,48.0,31,1
2000,이상열,한,#f37321,선발,0.28,5.71,5.71,88.1,75,12
2000,방동민,L,#fc1cad,불펜,0.27,99.99,0.0,0.0,0,0
2000,장준관,L,#fc1cad,불펜,0.26,5.14,6.04,28.0,24,0
2000,최재호,삼,#0061aa,스윙,0.26,6.16,5.71,38.0,18,1
2000,박정현,S,#ff0000,스윙,0.24,5.75,5.86,56.1,24,4
2000,신영균,L,#fc1cad,불펜,0.24,1.93,4.29,4.2,0,0
2000,가득염,롯,#888888,스윙,0.23,5.18,5.15,48.2,37,4
2000,박진석,S,#ff0000,불펜,0.22,5.68,4.84,38.0,20,0
2000,최영필,현,#007f55,불펜,0.21,4.35,4.65,10.1,9,0
2000,조규제,현,#007f55,불펜,0.21,2.08,2.75,4.1,4,0
2000,임봉춘,롯,#888888,불펜,0.2,4.5,4.5,14.0,11,0
2000,박찬협,두,#042071,불펜,0.19,2.25,4.7,4.0,2,0
2000,염종석,롯,#888888,불펜,0.19,4.66,4.98,9.2,8,0
2000,라형진,삼,#0061aa,불펜,0.18,5.57,5.6,21.0,13,0
2000,소소경,해,#ff0c00,스윙,0.17,6.28,5.88,53.0,35,7
2000,김경원,한,#f37321,선발,0.17,6.34,6.5,82.1,39,14
2000,송유석,한,#f37321,불펜,0.16,5.34,6.96,64.0,21,0
2000,콜,S,#ff0000,선발,0.12,6.14,5.49,114.1,71,12
2000,김장백,한,#f37321,선발,0.11,6.08,4.8,100.2,71,13
2000,이상훈,두,#042071,스윙,0.1,5.99,4.43,88.2,63,6
2000,정수찬,S,#ff0000,불펜,0.09,5.25,3.99,12.0,9,0
2000,전하진,한,#f37321,불펜,0.08,6.17,5.55,11.2,8,0
2000,이상목,한,#f37321,불펜,0.08,0.0,1.13,1.0,1,0
2000,박정진,한,#f37321,스윙,0.08,5.65,6.54,14.1,10,1
2000,엄병열,해,#ff0c00,불펜,0.07,5.87,6.47,7.2,7,0
2000,설종진,현,#007f55,불펜,0.05,0.0,3.63,0.2,0,0
2000,박보현,두,#042071,선발,0.04,6.17,5.46,70.0,24,12
2000,인현배,L,#fc1cad,불펜,0.04,4.35,5.79,10.1,8,0
2000,홍민구,현,#007f55,불펜,0.03,5.4,0.63,3.1,4,0
2000,김재현,한,#f37321,불펜,0.0,6.75,11.05,1.1,1,0
2000,박진철,해,#ff0c00,스윙,0.0,5.91,6.17,64.0,33,5
2000,최영완,해,#ff0c00,불펜,0.0,5.14,4.41,14.0,14,0
2000,류택현,L,#fc1cad,스윙,-0.01,6.49,3.78,43.0,42,3
2000,황두성,해,#ff0c00,불펜,-0.01,7.36,8.34,3.2,3,0
2000,김원형,S,#ff0000,선발,-0.02,5.81,5.7,93.0,52,13
2000,차명주,두,#042071,불펜,-0.03,4.5,5.53,40.0,33,0
2000,배홍철,S,#ff0000,스윙,-0.03,5.68,6.07,12.2,6,1
2000,김성준,L,#fc1cad,불펜,-0.04,8.1,10.38,3.1,3,0
2000,엄정욱,S,#ff0000,불펜,-0.04,6.35,5.81,5.2,6,0
2000,김태석,S,#ff0000,스윙,-0.05,5.87,5.76,53.2,23,8
2000,윤근주,한,#f37321,불펜,-0.05,10.13,9.48,2.2,1,0
2000,홍우태,한,#f37321,스윙,-0.05,6.9,4.6,44.1,29,3
2000,배영수,삼,#0061aa,스윙,-0.05,6.75,5.8,45.1,32,2
2000,이용호,두,#042071,불펜,-0.05,7.45,7.51,9.2,9,0
2000,조문식,삼,#0061aa,불펜,-0.06,13.5,11.43,2.0,1,0
2000,김병준,한,#f37321,스윙,-0.08,5.67,6.78,39.2,25,2
2000,이정훈,롯,#888888,불펜,-0.09,6.43,4.05,14.0,10,0
2000,가내영,S,#ff0000,불펜,-0.09,7.48,6.34,21.2,16,0
2000,김영완,S,#ff0000,불펜,-0.09,9.0,4.87,7.0,5,0
2000,이경수,S,#ff0000,불펜,-0.1,27.0,7.35,1.2,0,0
2000,정현욱,삼,#0061aa,불펜,-0.1,3.6,6.87,5.0,2,0
2000,박준수,현,#007f55,불펜,-0.11,9.53,7.24,5.2,4,0
2000,박철홍,L,#fc1cad,스윙,-0.12,7.71,7.11,7.0,1,1
2000,유현승,S,#ff0000,선발,-0.12,5.96,5.93,93.2,49,15
2000,김광삼,L,#fc1cad,불펜,-0.12,7.5,6.92,18.0,10,0
2000,김광수,L,#fc1cad,불펜,-0.12,48.6,11.07,1.2,0,0
2000,정진용,두,#042071,스윙,-0.14,12.46,8.36,4.1,4,1
2000,김정수,S,#ff0000,불펜,-0.14,7.55,5.39,31.0,23,0
2000,신윤호,L,#fc1cad,스윙,-0.17,13.5,6.03,4.2,4,1
2000,허진석,한,#f37321,불펜,-0.17,8.0,10.59,18.0,8,0
2000,장재혁,한,#f37321,스윙,-0.17,12.71,8.25,5.2,4,1
2000,김상엽,L,#fc1cad,스윙,-0.17,10.8,6.99,6.2,2,2
2000,신재웅,한,#f37321,선발,-0.18,7.2,6.37,60.0,33,13
2000,권준헌,현,#007f55,불펜,-0.19,10.13,7.38,5.1,4,0
2000,오창선,한,#f37321,불펜,-0.19,9.45,7.75,13.1,8,0
2000,김홍집,현,#007f55,불펜,-0.21,9.0,3.29,6.0,7,0
2000,이동은,삼,#0061aa,불펜,-0.21,20.77,16.18,4.1,1,0
2000,최창양,삼,#0061aa,선발,-0.22,6.27,4.94,74.2,50,15
2000,최창호,L,#fc1cad,불펜,-0.22,10.61,6.02,9.1,7,0
2000,강영식,해,#ff0c00,스윙,-0.22,6.99,5.44,46.1,38,5
2000,이강철,삼,#0061aa,스윙,-0.27,7.3,6.69,37.0,20,7
2000,강병규,S,#ff0000,스윙,-0.3,8.44,7.61,26.2,7,5
2000,김민범,현,#007f55,불펜,-0.33,9.53,3.45,11.1,13,0
2000,강민영,롯,#888888,스윙,-0.36,7.88,6.61,37.2,36,2
2000,유동훈,해,#ff0c00,스윙,-0.42,6.71,6.8,56.1,21,4
2000,김해님,한,#f37321,불펜,-0.56,7.85,7.01,36.2,25,0
2000,강희석,S,#ff0000,선발,-0.85,7.56,5.67,97.2,62,13
2000,권명철,S,#ff0000,스윙,-0.88,9.0,6.37,45.0,27,8
2000,오철민,해,#ff0c00,스윙,-1.02,8.82,7.76,66.1,29,7
2001,에르난데스,S,#ff0000,선발,5.4,3.89,4.08,233.2,215,34
2001,이승호,S,#fc1cad,선발,5.37,3.55,4.78,220.2,165,33
2001,임창용,삼,#0061aa,선발,4.68,3.9,4.52,184.2,136,29
2001,박석진,롯,#888888,선발,4.57,2.98,3.72,133.0,81,11
2001,신윤호,L,#fc1cad,스윙,4.37,3.12,4.03,144.1,99,4
2001,갈베스,삼,#0061aa,선발,4.28,2.47,3.55,116.2,85,15
2001,배영수,삼,#0061aa,선발,4.2,3.77,4.63,169.2,96,25
2001,박지철,롯,#888888,선발,4.02,4.03,4.14,156.1,104,26
2001,한용덕,한,#f37321,선발,3.92,3.56,3.44,144.0,112,23
2001,오상민,S,#ff0000,스윙,3.83,3.57,3.63,133.2,121,2
2001,김진웅,삼,#0061aa,선발,3.79,3.96,3.78,141.0,129,14
2001,최상덕,KIA,#ed1c24,선발,3.68,4.32,4.62,185.1,106,29
2001,송진우,한,#f37321,선발,3.6,3.84,4.44,185.1,139,24
2001,손민한,롯,#888888,선발,3.58,4.21,4.49,173.1,110,29
2001,신철인,현,#007f55,불펜,3.58,2.8,3.05,96.1,91,0
2001,레스,KIA,#ed1c24,선발,3.06,4.34,5.25,153.1,104,24
2001,임선동,현,#007f55,선발,3.05,4.4,3.97,159.2,77,24
2001,조규제,S,#ff0000,선발,2.96,3.55,4.05,106.1,75,10
2001,마일영,현,#007f55,선발,2.93,3.96,4.29,152.1,110,22
2001,이병석,KIA,#ed1c24,불펜,2.91,2.63,4.22,68.1,58,0
2001,리스,한,#f37321,선발,2.81,3.16,4.38,99.2,62,17
2001,조규수,한,#f37321,선발,2.8,4.24,5.03,136.0,85,21
2001,이혜천,두,#042071,선발,2.68,3.62,4.68,141.2,107,10
2001,해리거,L,#fc1cad,선발,2.67,4.62,4.48,161.2,104,28
2001,차명주,두,#042071,불펜,2.64,3.42,3.8,97.1,73,0
2001,리베라,삼,#0061aa,불펜,2.5,2.62,3.92,58.1,63,0
2001,송신영,현,#007f55,스윙,2.39,4.21,4.08,115.1,80,5
2001,김원형,S,#ff0000,선발,2.34,4.37,4.65,154.1,100,25
2001,위재영,현,#007f55,불펜,2.32,1.82,2.86,49.1,44,0
2001,발데스,L,#fc1cad,선발,2.31,4.65,5.31,164.2,80,29
2001,김현욱,삼,#0061aa,불펜,2.19,4.42,3.26,95.2,97,0
2001,염종석,롯,#888888,선발,2.19,3.94,4.26,89.0,52,16
2001,린튼,L,#fc1cad,선발,2.17,3.17,3.98,76.2,53,12
2001,테일러,현,#007f55,선발,2.14,4.75,5.24,155.1,94,27
2001,진필중,두,#042071,스윙,2.13,3.22,3.33,89.1,88,5
2001,오봉옥,KIA,#ed1c24,스윙,1.88,4.74,3.89,106.1,80,7
2001,전준호,현,#007f55,선발,1.79,5.09,4.6,143.1,85,25
2001,노장진,삼,#0061aa,선발,1.62,4.62,5.69,85.2,57,15
2001,경헌호,L,#fc1cad,불펜,1.51,4.37,3.9,80.1,76,0
2001,권준헌,현,#007f55,불펜,1.43,3.43,4.02,44.2,29,0
2001,강상수,롯,#888888,불펜,1.34,4.75,4.97,89.0,62,0
2001,박명환,두,#042071,스윙,1.33,4.29,3.3,77.2,77,5
2001,임경완,롯,#888888,스윙,1.3,4.35,4.68,62.0,35,1
2001,김사율,롯,#888888,스윙,1.28,4.33,4.31,68.2,54,2
2001,박진철,KIA,#ed1c24,선발,1.2,4.94,5.32,85.2,42,12
2001,유현승,L,#fc1cad,불펜,1.17,3.5,4.98,36.0,18,0
2001,박충식,KIA,#ed1c24,불펜,1.16,3.19,4.51,31.0,18,0
2001,김수경,현,#007f55,선발,1.06,5.2,5.49,97.0,59,18
2001,고상천,한,#f37321,불펜,1.02,99.99,0.0,0.0,0,0
2001,김민기,L,#fc1cad,스윙,0.91,5.18,4.53,107.2,77,8
2001,김홍집,한,#f37321,불펜,0.88,2.45,3.15,18.1,14,0
2001,오철민,KIA,#ed1c24,선발,0.85,4.78,5.02,52.2,32,11
2001,라형진,삼,#0061aa,스윙,0.84,5.43,5.49,69.2,37,3
2001,조계현,두,#042071,선발,0.84,5.28,4.72,87.0,38,18
2001,루이스,KIA,#ed1c24,스윙,0.83,3.0,4.24,24.0,14,4
2001,김정수,한,#f37321,불펜,0.82,3.71,4.09,43.2,45,0
2001,콜,두,#042071,선발,0.82,5.04,3.98,119.2,95,20
2001,최영필,한,#f37321,선발,0.82,5.48,4.84,67.1,43,14
2001,최용호,두,#042071,선발,0.8,4.98,4.74,85.0,58,18
2001,정진용,두,#042071,선발,0.8,5.13,5.03,100.0,56,13
2001,박정진,한,#f37321,스윙,0.8,4.74,4.45,57.0,44,6
2001,김병준,한,#f37321,불펜,0.75,2.93,6.11,30.2,21,0
2001,이원식,KIA,#ed1c24,선발,0.7,5.49,5.88,80.1,43,14
2001,이상목,한,#f37321,선발,0.69,4.9,4.11,101.0,69,12
2001,박정근,한,#f37321,불펜,0.64,3.86,6.68,21.0,9,0
2001,가득염,롯,#888888,스윙,0.62,4.26,3.51,50.2,42,2
2001,조웅천,S,#ff0000,불펜,0.62,5.63,3.44,76.2,77,0
2001,이광우,두,#042071,스윙,0.61,5.4,6.13,58.1,22,8
2001,손혁,KIA,#ed1c24,불펜,0.6,1.69,5.35,10.2,2,0
2001,전병호,삼,#0061aa,스윙,0.6,4.95,5.64,40.0,15,1
2001,박장희,현,#007f55,선발,0.59,5.53,5.57,94.1,41,12
2001,이동현,L,#fc1cad,선발,0.54,5.37,5.69,105.2,51,19
2001,이상열,현,#007f55,불펜,0.54,3.18,4.77,17.0,10,0
2001,구자운,두,#042071,선발,0.53,4.8,5.16,54.1,46,12
2001,권명철,S,#ff0000,스윙,0.45,3.81,4.11,26.0,16,1
2001,성영재,KIA,#ed1c24,스윙,0.44,5.72,4.79,61.1,36,3
2001,김기덕,S,#ff0000,선발,0.42,5.19,6.02,67.2,41,14
2001,레이,롯,#888888,스윙,0.41,5.36,5.83,50.1,32,9
2001,엄병열,KIA,#ed1c24,불펜,0.37,3.75,5.51,12.0,4,0
2001,이경필,두,#042071,불펜,0.37,1.42,3.62,6.1,6,0
2001,김상태,L,#fc1cad,스윙,0.35,4.91,6.1,22.0,13,3
2001,김민범,현,#007f55,불펜,0.33,4.24,4.49,17.0,13,0
2001,기론,롯,#888888,스윙,0.33,5.48,5.48,47.2,42,9
2001,김혁섭,L,#fc1cad,스윙,0.32,3.86,5.18,11.2,6,1
2001,김장현,롯,#888888,스윙,0.31,5.44,4.23,49.2,28,3
2001,이근용,현,#007f55,불펜,0.3,0.0,3.02,3.2,2,0
2001,김덕윤,삼,#0061aa,불펜,0.3,0.0,5.39,3.2,1,0
2001,차베스,한,#f37321,불펜,0.29,3.38,4.38,8.0,6,0
2001,박보현,두,#042071,스윙,0.28,5.22,5.42,50.0,18,5
2001,김상현,두,#042071,불펜,0.28,3.72,5.14,9.2,6,0
2001,이용훈,삼,#0061aa,선발,0.27,5.53,4.94,71.2,45,16
2001,홍민구,현,#007f55,불펜,0.24,0.0,5.61,3.0,0,0
2001,이정호,삼,#0061aa,불펜,0.22,4.66,6.55,9.2,2,0
2001,정대현,S,#ff0000,불펜,0.2,5.4,4.01,16.2,20,0
2001,윤형진,KIA,#ed1c24,스윙,0.2,5.58,4.71,88.2,62,1
2001,워렌,한,#f37321,불펜,0.19,4.3,4.21,14.2,6,0
2001,정원,KIA,#ed1c24,불펜,0.18,4.76,5.15,17.0,12,0
2001,이대일,롯,#888888,불펜,0.16,0.0,3.54,2.0,0,0
2001,장기영,현R,#007f55,불펜,0.16,0.0,2.59,2.0,2,0
2001,정성훈,삼,#0061aa,불펜,0.15,5.4,8.22,10.0,3,0
2001,강희석,S,#ff0000,불펜,0.15,4.43,5.04,22.1,18,0
2001,강영식,삼,#0061aa,불펜,0.14,0.0,5.0,4.2,1,0
2001,최경훈,두,#042071,스윙,0.14,5.46,6.28,29.2,20,3
2001,박찬협,두,#042071,불펜,0.11,0.0,-0.21,1.1,2,0
2001,김백만,한,#f37321,스윙,0.1,6.07,5.81,43.0,31,5
2001,장성진,두,#042071,불펜,0.1,5.21,4.82,38.0,17,0
2001,소소경,KIA,#ed1c24,스윙,0.09,1.69,6.22,5.1,4,1
2001,강민영,롯,#888888,스윙,0.08,6.32,5.01,47.0,44,4
2001,황두성,현,#007f55,불펜,0.08,0.0,3.54,1.0,0,0
2001,문창환,현,#007f55,불펜,0.08,6.28,4.75,14.1,9,0
2001,이강철,KIA,#ed1c24,스윙,0.07,6.91,4.94,56.0,50,6
2001,누네스,한,#f37321,스윙,0.06,5.52,3.47,29.1,19,3
2001,최영완,KIA,#ed1c24,불펜,0.03,5.91,7.33,10.2,7,0
2001,박용진,L,#fc1cad,불펜,0.03,0.0,3.54,0.1,0,0
2001,곽현희,KIA,#ed1c24,불펜,0.02,5.06,5.26,5.1,5,0
2001,가내영,KIA,#ed1c24,스윙,0.0,5.93,5.91,41.0,24,3
2001,방동민,L,#fc1cad,스윙,0.0,6.0,3.63,12.0,13,1
2001,최향남,L,#fc1cad,스윙,0.0,6.75,7.66,8.0,5,1
2001,리치,KIA,#ed1c24,불펜,-0.01,6.14,3.87,7.1,4,0
2001,장인규,두,#042071,불펜,-0.02,27.0,31.44,0.1,0,0
2001,이동은,삼,#0061aa,스윙,-0.02,7.56,6.23,8.1,2,1
2001,노승욱,현,#007f55,불펜,-0.03,9.0,1.04,2.0,2,0
2001,최창호,L,#fc1cad,불펜,-0.03,5.86,4.84,35.1,25,0
2001,오승준,S,#ff0000,불펜,-0.03,9.0,21.94,2.0,1,0
2001,임봉춘,롯,#888888,불펜,-0.03,7.45,6.76,9.2,7,0
2001,최원호,L,#fc1cad,불펜,-0.03,99.99,0.0,0.0,0,0
2001,이상군,한,#f37321,스윙,-0.03,7.71,8.53,7.0,3,1
2001,박효순,롯,#888888,불펜,-0.03,99.99,0.0,0.0,0,0
2001,지연규,한,#f37321,불펜,-0.04,9.0,4.77,3.0,1,0
2001,문동환,롯,#888888,스윙,-0.04,6.57,5.08,37.0,21,5
2001,이성수,삼,#0061aa,불펜,-0.04,13.5,26.79,0.2,0,0
2001,홍우태,한,#f37321,불펜,-0.05,7.06,4.02,29.1,14,0
2001,김태한,삼,#0061aa,불펜,-0.05,11.57,1.4,2.1,2,0
2001,박동희,삼,#0061aa,스윙,-0.06,6.15,6.46,45.1,22,5
2001,이정훈,롯,#888888,불펜,-0.06,9.0,8.02,5.0,2,0
2001,김경태,L,#fc1cad,불펜,-0.07,10.8,14.76,1.2,1,0
2001,김영수,롯,#888888,선발,-0.08,6.27,5.76,94.2,70,14
2001,박재형,L,#fc1cad,불펜,-0.08,7.71,8.36,4.2,3,0
2001,박상근,S,#ff0000,스윙,-0.09,7.22,6.27,28.2,15,2
2001,김덕용,두,#042071,불펜,-0.09,6.75,2.56,1.1,3,0
2001,김상진,삼,#0061aa,스윙,-0.1,7.04,6.38,30.2,15,3
2001,박철홍,L,#fc1cad,불펜,-0.1,11.25,8.21,4.0,1,0
2001,정원욱,롯,#888888,불펜,-0.1,12.27,7.11,3.2,2,0
2001,베넷,두,#042071,스윙,-0.1,7.32,5.34,19.2,16,5
2001,송유석,한,#f37321,불펜,-0.11,12.0,10.81,3.0,1,0
2001,강태원,KIA,#ed1c24,스윙,-0.11,8.71,7.46,10.1,8,1
2001,엔리케스,현,#007f55,불펜,-0.12,9.0,6.22,9.0,4,0
2001,주형광,롯,#888888,스윙,-0.13,15.0,17.91,3.0,2,2
2001,차명석,L,#fc1cad,불펜,-0.15,8.64,5.77,8.1,6,0
2001,윈스턴,한,#f37321,불펜,-0.15,9.39,2.72,7.2,5,0
2001,이재우,두,#042071,불펜,-0.16,10.8,8.22,6.2,2,0
2001,류택현,L,#fc1cad,불펜,-0.17,7.46,6.05,35.0,34,0
2001,에반스,한,#f37321,스윙,-0.17,13.5,9.86,5.1,7,1
2001,젠슨,KIA,#ed1c24,스윙,-0.17,8.53,4.01,12.2,10,4
2001,김태구,두,#042071,불펜,-0.18,14.4,8.42,5.0,1,0
2001,김경원,한,#f37321,불펜,-0.2,6.45,5.68,22.1,16,0
2001,김장백,한,#f37321,불펜,-0.2,8.71,4.5,10.1,7,0
2001,김영완,S,#ff0000,불펜,-0.21,8.53,7.29,19.0,11,0
2001,파머,두,#042071,스윙,-0.22,9.0,6.99,11.0,9,3
2001,이준호,삼,#0061aa,불펜,-0.23,27.0,15.74,4.0,2,0
2001,전승남,L,#fc1cad,불펜,-0.23,7.31,4.41,28.1,22,0
2001,윤근주,한,#f37321,스윙,-0.23,8.42,5.55,25.2,10,1
2001,신재웅,한,#f37321,스윙,-0.24,9.17,7.21,17.2,9,2
2001,토레스,삼,#0061aa,스윙,-0.25,20.25,9.24,5.1,5,2
2001,곽채진,KIA,#ed1c24,불펜,-0.29,13.0,7.35,9.0,8,0
2001,장문석,L,#fc1cad,선발,-0.33,7.74,6.53,43.0,23,10
2001,정수찬,S,#ff0000,스윙,-0.35,8.59,6.0,14.2,5,4
2001,김희걸,S,#ff0000,스윙,-0.36,7.17,6.68,42.2,24,8
2001,김주철,KIA,#ed1c24,스윙,-0.46,8.73,8.4,33.0,18,8
2001,이상훈,두,#042071,불펜,-0.5,8.21,6.09,34.0,15,0
2001,이승호,L,#fc1cad,스윙,-0.55,12.74,8.57,17.2,18,1
2001,유동훈,KIA,#ed1c24,스윙,-0.55,7.38,4.92,42.2,24,9
2001,지승민,한,#f37321,스윙,-0.65,8.51,7.08,61.1,40,3
2001,안병원,L,#fc1cad,선발,-0.72,7.39,5.74,80.1,38,16
2001,한태균,두,#042071,스윙,-0.73,8.21,5.26,57.0,24,8
2002,송진우,한,#f37321,선발,6.31,2.99,3.36,220.0,165,30
2002,임창용,삼,#0061aa,선발,5.7,3.08,3.74,204.1,160,29
2002,키퍼,KIA,#ed1c24,선발,5.35,3.34,4.24,202.1,135,32
2002,엘비라,삼,#0061aa,선발,4.99,2.5,3.31,137.0,111,21
2002,노장진,삼,#0061aa,스윙,4.93,2.54,3.23,127.1,146,1
2002,리오스,KIA,#ed1c24,선발,4.84,3.14,4.22,157.2,102,13
2002,장문석,KIA,#ed1c24,불펜,4.7,1.6,2.94,101.1,86,0
2002,이동현,L,#fc1cad,스윙,4.33,2.67,3.69,124.2,106,2
2002,채병용,S,#ff0000,선발,4.22,3.19,4.03,141.0,126,15
2002,조용준,현,#007f55,불펜,4.07,1.9,2.64,109.0,116,0
2002,이상훈,L,#042071,불펜,4.05,1.68,2.78,85.2,92,0
2002,박명환,두,#042071,선발,3.98,3.44,3.19,185.2,169,29
2002,이승호,S,#fc1cad,선발,3.91,3.15,3.35,142.2,144,19
2002,김진우,KIA,#ed1c24,선발,3.37,4.07,3.66,188.0,177,29
2002,김현욱,삼,#0061aa,불펜,3.29,2.11,2.51,76.2,71,0
2002,레스,두,#042071,선발,3.1,3.87,3.86,202.1,154,31
2002,이강철,KIA,#ed1c24,불펜,3.01,3.17,3.77,105.0,97,0
2002,콜,두,#042071,선발,2.84,4.01,4.08,157.0,114,27
